"ENERGY STAR Unique ID","ENERGY STAR Partner","Brand Name","Model Name","Model Number","Additional Model Information","UPC","Type","Integrated Desktop Category","Product Marketed as a Workstation","Installed NPU","Motherboard Form Factor","Product DIMM Count","Operating System Name","Processor Brand","Processor Name","Physical CPU Cores (count)","CPU Packages (count)","CPU Base Clock Speed (GHz) ","CPU Maximum Clock Speed (GHz) ","System Memory (GB)","Multi-Channel Memory Support","Capable of Switchable Graphics","Switchable Graphics Enabled by Default in AC Mode ","Discrete Graphics Frame Buffer Bandwidth (GB/s) ","Discrete Graphics Frame Buffer Data Width (bits) ","Fast Ethernet Ports (count)","Gigabit Ethernet Ports (count) ","10 Gigabit Ethernet Ports (count)","Energy Efficient Ethernet (EEE) ","Number of Installed Storage Drives ","Number of Integrated Displays (count) ","Integrated Display Resolution (megapixels) ","Integrated Display Viewable Screen Area (sq in) ","Enhanced Performance Display Present ","Integrated Display Diagonal Screen Size (in)","Internal Power Supply Efficiency at 10% Load","Internal Power Supply Efficiency at 20% Load","Internal Power Supply Efficiency at 50% Load","Internal Power Supply Efficiency at 100% Load","Category I1/1 Internal Power Supply Efficiency at 50% Load","Category I1/1 Internal Power Supply Efficiency at 100% Load","External Power Supply Rated Power (W)","Internal Power Supply Rated Power (W)","MUX Device","Storage Technology","Total Battery Capacity (watt-hours)","Default Low-power Mode","Long Idle Power Used for Sleep Mode","Off Mode (watts)","Sleep Mode (watts)","Long Idle (watts)","Short Idle (watts)","Additional Measured Power in Short Idle at 115V (W) ","Base TEC Allowance (kWh)","Functional Adder Allowances (kWh)","TEC of Model (kWh)","Maximum TEC Requirements (Etec max) (kWh) ","Ethernet Capability","Touch Screen","Sleep Mode Default Time Upon Shipment (min.)","Display Sleep Mode Default Time Upon Shipment (min.)","WOL (Wake on LAN) From Sleep","Will the Speed of Any Active 1 GB/s or Higher Ethernet Network Links be Reduced to Less Than 1 GB/s When Transitioning to Sleep or Off Mode?","Date Available On Market","Date Certified","Markets","CB Model Identifier"
"4009021","LG Electronics, Inc.","LG","16Z90RU*","16Z90RU*-*.******","16Z*90RU*,16Z*90RU*-*.******,""*"" is 0-9, A-Z or blank",,"Notebook",,"No","No",,,"Windows 11 Home","Intel","i5-1334U","10","10","1.3","4.6","16",,"No","No",,,,,,"No","1","1","4","114.68","Yes","16",,,,,,,"65",,"No","M.2","80","Sleep Mode","Yes","0.4",,"1","4.6","5.3","8","12.7","14.5","20.7","Yes","No","5","5","Shipped Enabled Under All Conditions",,"10/21/2024","04/06/2025","United States","ES_1118034_16Z90RU*-*.******_100220241558777_5634415"
"4009020","LG Electronics, Inc.","LG","14Z90RU*","14Z90RU*-*.******","14Z*90RU*,14Z*90RU*-*.******,""*"" is 0-9, A-Z or blank",,"Notebook",,"No","No",,,"Windows 11 Home","Intel","i5-1334U","10","10","2.5","4.6","16",,"No","No",,,,,,"No","1","1","2.3","87","No","14",,,,,,,"65",,"No","M.2","72","Sleep Mode","Yes","0.4",,"1","4.1","4.5","8","7.7","13.9","15.7","Yes","No","5","5","Shipped Enabled Under All Conditions",,"10/21/2024","04/06/2025","United States","ES_1118034_14Z90RU*-*.******_100220241545820_7930702"
"4008535","HP Inc.","HP","HP ProStudio 4 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR)","HSC-I010-23","HP EliteStudio 8 AIO G1i 24 (ENERGY STAR); HP EliteStudio 8 All-in-One G1i 23.8 inch Desktop AI PC (ENERGY STAR); HP ProStudio 4 AIO G1i 24 (ENERGY STAR)","198701999942;198701999959;198701999966;198701999973;198701999980;198701999997;198828032157;198828032171;198828032195;198828032201;198828504326;198828504333;198828504340;198828504357;198828504364;198828504371;198828504883;198828510174;198828510181;198828510198;198828897176","Integrated Desktop",,,"Yes",,"2","Windows 11","Intel","Core Ultra 7","20","1","2.4","5.3","64","No","Yes",,,,"0","1","0","Yes","2","1","2.07","242.04","No","23.8","0.9","0.92",,,"0.93","0.92",,"280","No","SSD",,"Connected Sleep","No","1","3.9","3.9","18.1",,"19","56.2","67.6","75.1","Yes","No","10","10","Shipped Enabled Under All Conditions","Yes","05/16/2025","04/01/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_HSC-I010-23_04022025111018_2916806"
"4008530","Micro-Star International Co., Ltd.","MSI","MS-B0B1","Cubi NUC 13MQ","MS-B0B1,Cubi NUC 13MQG","824142375129","Desktop",,,"No","Mini-ITX","2","Windows 11 Pro","Intel","Core i7-1365U","10","1","1.8","1.8","32","Yes","No",,,,"2","0",,"Yes","2",,,,,,,,,,,,,,"No","SSD",,"Connected Sleep","Yes","0.2","4.2","4.2","6.7",,"41","10.9","37.8","51.4","Yes","No","30","10","Shipped Enabled Under All Conditions","Yes","07/04/2024","04/02/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1047644_Cubi NUC 13MQ_033020251639110_9672715"
"4008529","Acer Incorporated","Acer","N25H3***","CB514-6H","C937; C937T; C937-TCO; C937T-TCO; CBE594-3; CBE594-3T; CBE594-3-TCO; CBE594-3T-TCO; N25H3***,CB514-6HT,(* can be 0-9, a-z, A-Z, ""("","")"", ""-"", ""/"", """", ""_"" or blank for the marketing purpose)","195133221764;195133259675;195133259682;195133259699;195133259705;195133282307;195133284271;195133284288;195133284561;195133284578;195133285582;195133285940;195133286107;195133287036;195133303835;195133303842;195133303859;195133303866;195133312714;195133313261;195133315005;195133315012;195133324137;195133324144;195133324151;195133324168;195133328180;195133328197;195133331296;195133331333;195133331852;195133331869;195133331876;195133331883;195133340687;195133341110","Notebook",,"No","No",,,"Google Chrome OS","Intel","Intel� Core"" 3 N355","8","1","3.9","3.9","16",,,,,,,,,"No","1","1","1.47","88.87",,"14",,,,,,,"65",,"No","M.2 SSD","52","Sleep Mode",,"0.3",,"0.4","1.2","3.7","8","8","9.9","14.9","No","Yes","30","10",,,"03/21/2025","04/02/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_20101_CB514-6H_032620250628924_5990684"
"4008363","Partner Tech Corporation","Partner Tech Corporation","A5-2-N","A5-2-N","A5-2-N,V5-1-N",,"Integrated Desktop",,,"No",,"1","Windows 11 Pro","Intel","lntel� Core"" i3-N305","8","1","1.8","1.8","16","No","No",,,,"1","0","0","Yes","1","2","1.34","74.53","No","12.85",,,,,,,"180",,"No","SSD",,"Sleep Mode",,"1.2","1.3","9.4","14.9",,"19","44.3","53.9","63.2","Yes","Yes","30","10","Shipped Disabled with Both Client OS and Network Controls to Enable Feature","Yes","02/01/2025","04/01/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1123603_A5-2-N_040120250150548_3137180"
"4008323","Lenovo Group Limited","Lenovo","Lenovo V15 G6 ITN","Lenovo V15 G6 ITN","Lenovo V15 G6 ITN 1, Lenovo V15 G6 ITN 2,Lenovo V15 G6 ITN 1, Lenovo V15 G6 ITN 2",,"Notebook",,"No","No",,,"Windows 11","Intel","N250","4","1","1.3","3.8","16",,,"No",,,,"1",,"Yes","1","1","2.1","103.27","No","15.6",,,,,,,"65",,"No","SDD","47","Sleep Mode","Yes","0.3","1","1","4.4","4.7","8","8.2","13.8","16","Yes","No","5","5","Shipped Enabled When Operating on Ac Power Only","Yes","03/30/2025","02/14/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_Lenovo V15 G6 ITN_02212025175606_9458846"
"4008321","Lenovo Group Limited","Lenovo","Lenovo V14 G6 ITN","Lenovo V14 G6 ITN","Lenovo V14 G6 ITN 1, Lenovo V14 G6 ITN 2,Lenovo V14 G6 ITN 1, Lenovo V14 G6 ITN 2",,"Notebook",,"No","No",,,"Windows 11","Intel","N250","4","1","1.3","3.8","16",,,"No",,,,"1",,"Yes","1","1","2.1","83.42","No","14",,,,,,,"65",,"No","SDD","47","Sleep Mode","Yes","0.3","0.8","0.8","3.8","4.3","8","7.3","12.1","15.1","Yes","No","5","5","Shipped Enabled When Operating on Ac Power Only","Yes","03/30/2025","02/14/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_Lenovo V14 G6 ITN_02212025175336_2530209"
"4008027","Lenovo Group Limited","Lenovo","Yoga Pro 9 16IAH10","---","YOGA Pro 16 IAH10",,"Notebook",,"No","No",,,"Windows 11 Pro","Intel","Core ULT9 285H","16","1","2.9","2.9","64",,"Yes","Yes","384","128",,,,"No","2","1","6.4","115.1",,"16",,,,,,,"245",,"No","SDD","84","Sleep Mode",,"0.2","0.5","0.5","7.2","7.9","8","28.2","15.7","36","No","Yes","5","5",,,"05/12/2025","03/28/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_Yoga Pro 9 16IAH10_03312025161203_9266628"
"4006623","HP Inc.","HP","HP OmniBook 7 14 inch Laptop AI PC ENERGY STAR","14-fr","HP OmniBook 7 14 inch Laptop AI PC ENERGY STAR,14t-fr; HP OmniBook 7 14 inch Laptop PC ENERGY STAR,14-fs; HP OmniBook 7 14 inch Laptop PC ENERGY STAR,14t-fs; HP OmniBook 7 Laptop AI ENERGY STAR,14-fr; HP OmniBook 7 Laptop AI ENERGY STAR,14t-fr; HP OmniBook 7 Laptop ENERGY STAR,14-fs; HP OmniBook 7 Laptop ENERGY STAR,14t-fs","198828970800;198828970817;198828970824;198828970831;198828970855;198828970862;198828970879;198828970886;198828970909;198828970923;198828970930;198828970947;198828970954;198828970961;198828970978;198828970985;198828971005;198828971012;198828971029;198828971036","Notebook",,"No","Yes",,,"Windows 11","Intel","Core 9 270H","14","1","2.7","5.8","32",,,,,,"0","0","0","No","1","1","5.18","88.25","No","14",,,,,,,,,"No","SSD","68","Modern Standby Mode","No","0.3","1.2","1.2","5.7","6.4","8","12.2","17.5","20","No","No","5","5",,,"04/25/2025","03/31/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_14-fr_032420251601600_1803382"
"4006620","ASUSTeK Computer Inc.","ASUS","PN54","PN54",,"197105936898;197105936904;197105936911;197105940895;197105940901;197105947269;197105951921;197105980396","Desktop",,,"Yes",,"2","Windows 11 Pro","AMD","Ryzen AI 7","8","1","2","5","64","No",,,,,"2",,,"Yes","1",,,,,,,,,,,,"119.9",,"No","SSD",,"Modern Standby","Yes","0.2","1.7","1.7","5.7",,"41","13.6","23.4","54.1","Yes","No","5","5",,"No","02/27/2025","03/31/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41973_PN54_033120250318645_5564154"
"4005973","Micro-Star International Co., Ltd.","MSI","MS-13Q3","Prestige 13 AI+ Evo A2VMG","MS-13Q3,Prestige 13 AI+ Evo A2VMG vPro; MS-13Q3,Prestige 13 AI+ Evo A2VMTG; MS-13Q3,Prestige 13 AI+ Evo A2VMTG vPro; MS-13Q3,Prestige 13 Ukiyo-e Edition A2VMG; MS-13Q3,Prestige 13 Ukiyo-e Edition A2VMTG",,"Notebook",,"No","Yes",,,"Windows 11","Intel","Ultra 7 258V","8","1","2.2","2.2","32",,,,,,,,,"No","1","1","5.18","79.5","Yes","13.3",,,,,,,"65",,"No","SSD","45","ALPM","Yes","0.5","0.7","0.7","7.5","8.2","8","13.7","17.7","21.5","No","Yes","5","10",,"No","08/12/2024","03/28/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1047644_Prestige 13 AI+ Evo A2VMG_032020251553317_4540654"
"4005967","Acer Incorporated","Acer","D24W4","Veriton Vero N4730GT","Veriton Vero N4730G; Veriton Vero N6730G; Veriton Vero N6730GT; Veriton VN4730G; Veriton VN4730GT; Veriton VN6730G; Veriton VN6730GT; VN4730G; VVN4730G; VVN4730GT; VVN6730G; VVN6730GT",,"Desktop",,,"No",,"0","Windows 11 Pro","Intel","Ultra 5 225","10","1","3","4.9","64","Yes",,,,,"1","1",,"Yes","3",,,,,,,,,,,,"135",,"No","Solid State Drive, Hard Disk Drive",,"ALPM","Yes","0.4","2.4","2.4","7.6",,"41","15.2","32","56.2","Yes","No","15","5","Shipped Enabled Under All Conditions","Yes","06/01/2025","03/28/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_20101_Veriton Vero N4730GT_032420251536679_2366170"
"4005932","ASUSTeK Computer Inc.","ASUS","H7606","H7606","H7606,J7606","197105891289;197105891296;197105920941;197105958838","Notebook",,"No","Yes",,,"Windows 11 Pro","AMD","Ryzen AI 9","12","1","2","5.1","64",,,"Yes","384","128",,"0",,"No","2","1","9.22","114.94","No","16",,,,,,,"200",,"No","SDD","90","Modern Standby","Yes","0.3","0.7","0.7","10.7","12","8","22.4","23.2","30.2","No","Yes","5","5",,,"04/25/2025","03/26/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41973_H7606_03282025013986_5158199"
"4005857","HP Inc.","HP","HP EliteDesk 8 Tower G1i Desktop AI PC (ENERGY STAR)","HSC-F007MT","HP EliteDesk 8 Tower G1i E Desktop AI PC (ENERGY STAR),TG03; HP OmniDesk Desktop AI PC M03 ENERGY STAR; HP Om-niDesk Desktop PC M02 ENERGY STAR; HP OmniDesk Desk-top PC N02 ENERGY STAR; HP ProDesk 2 Tower G1i Desktop PC ENERGY STAR; HP ProDesk 2 Tower G1i E Desktop PC ENERGY STAR; HP ProDesk 2 TWR G1i; HP ProDesk 2 TWR G1i E; HP ProDesk 4 Tower G1i Desktop AI PC (ENERGY STAR),M02; HP ProDesk 4 Tower G1i E Desktop PC (ENERGY STAR),M03; HP Z1 Tower G1i Desktop PC (ENERGY STAR),N02; HP ZHAN 99 Pro Tower G1i Desktop AI PC ENERGY STAR; HP ZHAN 99 Pro TWR G1i; OMEN 16L Gaming Desktop PC TG03 ENERGY STAR","198415778345;198415778352;198415778376;198415778383;198415778413;198415778420;198415971104;198415984388;198415984395;198415984401;198415984418;198701021650;198701235668;198701235682;198701235705;198701235712;198701309567;198701333630;198701333654;198701333678;198701333715;198701585190;198828192738;198990588438","Desktop",,,"Yes",,"4","Windows 11","Intel","Core Ultra 9","24","1","2.5","5.6","128","Yes","No",,"272","128","0","1","0","Yes","4",,,,,,"0.9","0.92",,,"0.93","0.93",,"500","No","3.5 inch HDD,SSD",,"Connected Sleep","No","0.7","3.7","3.7","22.6",,"41","73.8","78.1","114.3","Yes","No","5","5","Shipped Enabled Under All Conditions","Yes","12/31/2024","03/25/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_HSC-F007MT_03262025134520_6510571"
"4005786","ASUSTeK Computer Inc.","ASUS","H7606","H7606","H7606,J7606","197105891289;197105891296;197105920941;197105958838","Notebook",,"No","Yes",,,"Windows 11 Pro","AMD","Ryzen AI 9","12","1","2","5.1","64",,,"Yes","384","128",,"0",,"No","2","1","9.22","114.94","No","16",,,,,,,"200",,"No","SDD","90","Modern Standby","Yes","0.3","0.7","0.7","10.7","12","8","22.4","23.2","30.2","No","Yes","5","5",,,"04/25/2025","03/26/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_41073_H7606_032520250203669_7432724"
"4005783","ASUSTeK Computer Inc.","ASUS","E410KA","E410KA",,,"Notebook",,"No","No",,,"Windows 11 Pro","Intel","Pentium","4","1","1.1","3.3","8",,,,,,"0","0",,"No","1","1","2.07","83.41","No","14",,,,,,,"33",,"No","SDD","42","Sleep Mode","No","0.2","0.4","1.6","3.9","4.4","8","6.4","10.3","14.2","No","No","15","5",,,"05/02/2025","03/26/2025","United States, Switzerland, Taiwan, Canada","ES_41973_E410KA_032620250245692_4809865"
"4005782","HP Inc.","HP","HP EliteBook 8 G1a 13 inch Notebook AI PC (ENERGY STAR)","HSN-I63C-3","HP EliteBook 8 G1a 13 inch Notebook Next Gen AI PC (ENERGY STAR)","198701786405;198701786412;198701786429;198701786436;198701786443;198701786450;198701786467;198701786474;198701786481;198701786498;198701786504;198701786511;198701786528;198701786535;198701786542;198701786559;198701786566;198701786573;198701786580;198701786597;198701786603;198701786610;198701786627;198701786634;198701786641;198701786658;198701786665;198701786672;198701786689;198701786696;198701878735;198701878742;198701878759;198701878766;198701878773;198701878780;198701878797;198701878803;198701878810;198701878827;198701878834;198701878858;198701878865;198701878872;198701878889;198701878902;198701878919;198701878926;198701878933;198701878940;198701878957;198701878964;198701878971;198701878988;198701878995;198701879008;198701879015;198701879039;198701879046;198701879060","Notebook",,"No","Yes",,,"Windows 11","AMD","Ryzen AI 7 Pro 350","8","1","2","5","64",,,,,,"0","0","0","No","1","1","2.3","79.5","No","13.3",,,,,,,"100",,"No","SDD","62","Connected Sleep","No","0.3","1.6","1.6","3.5","4.3","8","13.1","16.1","20.9","No","No","10","10",,,"04/25/2025","03/25/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_HSN-I63C-3_03252025164047_4449770"
"4005781","HP Inc.","HP","HP ZBook 8 G2a 14 inch Mobile Workstation PC (ENERGY STAR)","HSN-I63C-4","HP EliteBook 8 G1a 14 inch Notebook AI PC (ENERGY STAR); HP EliteBook 8 G1a 14 inch Notebook Next Gen AI PC (ENERGY STAR); HP EliteBook 8 G2a 14 inch Notebook Next Gen AI PC (ENERGY STAR); HP ZBook 8 G1ah 14 inch Mobile Workstation PC (ENERGY STAR); HP ZBook 8 G1ak 14 inch Mobile Workstation PC (ENERGY STAR); HP ZBook 8 G1as 14 inch Mobile Workstation PC (ENERGY STAR)","198701823001;198701823018;198701823025;198701823032;198701823049;198701823056;198701823087;198701823391;198701823407;198701823414;198701823421;198701823438;198701823445;198701823452;198701823469;198701823490;198828638212;198828638236;198828640758;198828640789;198828643315;198828924902;198990656335;199251195006;199251227226;199251227233;199642356443;199642356450;199642356467;199642356474;199642356481;199642356498;199642356504;199642389014;199642389038;199642389069;199642389090;199642389120;199642389137;199642389144","Notebook",,"No","Yes",,,"Windows 11","AMD","Ryzen AI 9 HX Pro 470","12","1","2","5.2","64",,,,,,"0","1","0","No","1","1","2.3","88.09","No","14",,,,,,,"140",,"No","SDD","68","Connected Sleep","No","0.5","1.4","1.4","4.3","4.2","8","14.5","16.4","22.3","Yes","Yes","5","5",,"Yes","04/25/2025","11/18/2025","United States, Japan, Canada, Taiwan, Switzerland","ES_1024439_HSN-I63C-4_03252025164029_2344360"
"4005780","HP Inc.","HP","HP EliteBook 8 G1a 16 inch Notebook AI PC (ENERGY STAR)","HSN-I63C-6","HP EliteBook 8 G1a 16 inch Notebook Next Gen AI PC (ENERGY STAR)","198701879169;198701879176;198701879183;198701879190;198701879206;198701879213;198701879343;198701879350;198701879367;198701879374;198701879381;198701879398;198701879404;198701879411","Notebook",,"No","Yes",,,"Windows 11","AMD","Ryzen AI 7 Pro 350","8","1","2","5","64",,,,,,"0","0","0","No","1","1","4.1","115.06","No","16",,,,,,,"100",,"No","SDD","77","Connected Sleep","No","0.3","2","2","5","5.2","8","16.1","21.2","23.9","No","No","10","10",,,"04/25/2025","03/25/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_HSN-I63C-6_03252025163921_8876751"
"4005752","HP Inc.","HP","HP Laptop ENERGY STAR","14-em","HP 14 inch Laptop PC ENERGY STAR,14z-em; HP 14"" Laptop PC ENERGY STAR,14-hr; HP OmniBook 3 14 inch Laptop Next Gen AI PC ENERGY STAR,14-hb; HP OmniBook 3 14"" Laptop Next Gen AI PC ENERGY STAR,14-ha; HP OmniBook 3 LaptopNGAI ENERGY STAR,14z-ha","197029058997;197029059024;197029059055;197029059079;197029059093;197029059109;197029059116;197029059147;197029059161;197029059178;197029059185;197029059192;197029059246;197029059253;197029059260;197029059314;197029684639;197029684646;197029684660;197029684677;198828984623;198828984630;198828984647;198828984654;198828992369;198828992413;198828992420;198828992451;198828992482;198828992505;198828992543;198828992574","Notebook",,"No","No",,,"Windows 11","AMD","Ryzen 7","8","1","2","4.5","16",,,,,,"0","0","0","No","1","1","2.07","83.75","No","14",,,,,,,"45",,"No","SDD","41","Connected Sleep","No","0.2","0.5","0.5","4.5","4.9","8","7.3","11.2","15.1","No","No","5","5",,,"01/13/2023","03/25/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1024439_14-em_03252025150641_4821286"
"4005709","Lenovo Group Limited","Lenovo","IdeaPad Slim 3 16AHP10","IdeaPad Slim 3 16AHP10","XiaoXin 16c AHP10; IdeaPad Slim 3 16AHP10 1; IdeaPad Slim 3 16AHP10 2,XiaoXin 16c AHP10; IdeaPad Slim 3 16AHP10 1; IdeaPad Slim 3 16AHP10 2",,"Notebook",,"No","No",,,"Windows 11","AMD","Ryzen 7","8","1","3.8","4.9","24",,,,,,,,,"No","2","1","5.18","114.94","Yes","16",,,,,,,"65",,"No","SDD","60","Sleep Mode","Yes","0.2","0.7","0.7","7","8.1","8","15.2","16.4","23","No","No","5","5",,,"12/16/2024","03/24/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_IdeaPad Slim 3 16AHP10_03252025103527_7527394"
"4005708","Lenovo Group Limited","Lenovo","IdeaPad Slim 3 16ARP10","IdeaPad Slim 3 16ARP10","XiaoXin 16c ARP10; IdeaPad Slim 3 16ARP10 1; IdeaPad Slim 3 16ARP10 2,XiaoXin 16c ARP10; IdeaPad Slim 3 16ARP10 1; IdeaPad Slim 3 16ARP10 2",,"Notebook",,"No","No",,,"Windows 11","AMD","Ryzen 7","8","1","3.2","4.7","24",,,,,,,,,"No","2","1","5.18","114.94","Yes","16",,,,,,,"65",,"No","SDD","60","Sleep Mode","Yes","0.2","0.5","0.5","5.2","6.3","8","15.2","12.4","23","No","No","5","5",,,"12/09/2024","03/24/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_IdeaPad Slim 3 16ARP10_03252025102826_4707597"
"4005707","Lenovo Group Limited","Lenovo","IdeaPad Slim 3 15AHP10","IdeaPad Slim 3 15AHP10","XiaoXin 15c AHP10; IdeaPad Slim 3 15AHP10 1; IdeaPad Slim 3 15AHP10 2,XiaoXin 15c AHP10; IdeaPad Slim 3 15AHP10 1; IdeaPad Slim 3 15AHP10 2",,"Notebook",,"No","No",,,"Windows 11","AMD","Ryzen 7","8","1","3.8","4.9","24",,,,,,,,,"No","2","1","4.1","101.76","Yes","15.1",,,,,,,"65",,"No","SDD","60","Sleep Mode","Yes","0.3","0.6","0.6","7","7.8","8","13.4","16.3","21.2","No","No","5","5",,,"12/16/2024","03/21/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_IdeaPad Slim 3 15AHP10_03252025102244_3235292"
"4005706","Lenovo Group Limited","Lenovo","IdeaPad Slim 3 15ARP10","IdeaPad Slim 3 15ARP10","XiaoXin 15c ARP10; IdeaPad Slim 3 15ARP10 1; IdeaPad Slim 3 15ARP10 2,XiaoXin 15c ARP10; IdeaPad Slim 3 15ARP10 1; IdeaPad Slim 3 15ARP10 2",,"Notebook",,"No","No",,,"Windows 11","AMD","Ryzen 7","8","1","3.2","4.7","24",,,,,,,,,"No","2","1","4.1","101.76","Yes","15.1",,,,,,,"65",,"No","SDD","60","Sleep Mode","Yes","0.3","0.6","0.6","7.2","7.7","8","13.4","16.8","21.2","No","No","5","5",,,"12/09/2024","03/21/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_IdeaPad Slim 3 15ARP10_03252025101555_6082128"
"4005705","Lenovo Group Limited","Lenovo","IdeaPad Slim 3 14AHP10","IdeaPad Slim 3 14AHP10","XiaoXin 14c AHP10; IdeaPad Slim 3 14AHP10 1; IdeaPad Slim 3 14AHP10 2,XiaoXin 14c AHP10; IdeaPad Slim 3 14AHP10 1; IdeaPad Slim 3 14AHP10 2",,"Notebook",,"No","No",,,"Windows 11","AMD","Ryzen 7","8","1","3.8","4.9","24",,,,,,,,,"No","2","1","2.3","88.25","Yes","14",,,,,,,"65",,"No","SDD","60","Sleep Mode","Yes","0.3","0.6","0.6","5.8","6.5","8","10.8","13.7","18.6","No","No","5","5",,,"12/16/2024","03/21/2025","United States, Switzerland, Taiwan, Japan, Canada","ES_1037540_IdeaPad Slim 3 14AHP10_03252025101332_7522900"
